DATE,TEMP,MAX,MIN,STP,VISIB,WDSP,MXSPD,GUST,LATITUDE,LONGITUDE,ELEVATION,PET_Est,DaylightDuration,DailyRadiation,Geo_Zoning_Season,Geo_Zoning_Continentality,Geo_Zoning_Lat_Abs,Geo_Zoning_Lat_2,Geo_Zoning_Atmos_Thickness,Geo_Zoning_Atmos_Log_Elevation,Geo_Spatial_X,Geo_Spatial_Y,Geo_Spatial_Z,Terrain_Slope,Terrain_Aspect,DEWP
2019-01-01,36.1,38.1,32.9,24.5,3.7,5.3,7.8,33.01177709957172,29.6,120.8166666,108.0,30.509703663337678,10.14172974958593,20.227933967575147,0.017213356155834685,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,31.9
2019-01-02,35.5,36.1,32.5,22.5,1.1,1.4,1.9,88.51672982583455,29.6,120.8166666,108.0,30.025141253349094,10.149343522258848,20.27996886564857,0.03442161162274574,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,34.3
2019-01-03,41.7,45.1,35.2,19.4,1.7,1.6,3.9,51.5855876648896,29.6,120.8166666,108.0,35.2975517869366,10.1575688595501,20.336084892525918,0.051619667223253764,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,39.6
2019-01-04,47.0,51.1,42.3,14.1,1.3,4.4,9.7,-149.38503750553994,29.6,120.8166666,108.0,39.81840177799438,10.166400453956012,20.396259985783665,0.06880242680231986,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,46.0
2019-01-05,42.8,44.2,41.9,15.4,3.4,4.4,7.8,-17.979162179941447,29.6,120.8166666,108.0,36.293803112032656,10.175832648233456,20.460470300409497,0.08596479873744647,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,41.5
2019-01-06,42.1,44.4,41.4,16.8,2.9,4.7,5.8,-72.77046650589207,29.6,120.8166666,108.0,35.73539022836156,10.185859447513984,20.528690204590536,0.10310169744743485,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,39.5
2019-01-07,44.3,45.1,41.7,14.7,3.0,2.2,3.9,-49.4470012168169,29.6,120.8166666,108.0,37.641985147257984,10.196474531988619,20.60089227584994,0.1202080448993527,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,43.0
2019-01-08,41.3,44.2,38.7,19.2,3.1,5.8,7.8,127.12533405090979,29.6,120.8166666,108.0,35.131401954627975,10.207671270109824,20.67704729762593,0.13727877211326478,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,39.2
2019-01-09,40.2,41.4,38.3,16.7,1.5,2.8,5.8,-134.8344136265281,29.6,120.8166666,108.0,34.23513315305775,10.219442732256045,20.757124256390806,0.15430882066428117,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,39.1
2019-01-10,43.2,45.3,40.1,13.0,5.4,2.5,5.8,-50.51493840181881,29.6,120.8166666,108.0,36.834414137291475,10.231781704803186,20.841090339409458,0.1712931441814776,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,42.2
2019-01-11,45.1,47.7,42.8,10.1,6.7,3.2,5.8,-26.911620710012617,29.6,120.8166666,108.0,38.502924981255305,10.244680704546866,20.92891093323809,0.1882267098432442,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,44.1
2019-01-12,42.8,45.3,41.0,13.6,7.4,4.6,7.8,42.13302644101738,29.6,120.8166666,108.0,36.587337443194365,10.258131993418981,21.02054962306564,0.2051044998686192,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,37.4
2019-01-13,40.7,44.1,36.5,14.4,5.1,4.1,5.8,21.946929179423208,29.6,120.8166666,108.0,34.83963275442502,10.272127593442265,21.11596819299997,0.2219215130041655,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,32.8
2019-01-14,42.0,43.7,35.6,12.0,1.6,1.6,3.9,-54.16930375728211,29.6,120.8166666,108.0,36.00330755653403,10.286659301866868,21.215126627401542,0.2386727660059501,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,40.1
2019-01-15,41.8,45.3,38.5,16.2,3.1,5.6,9.7,-61.113161652603054,29.6,120.8166666,108.0,35.88432016074406,10.301718706433702,21.317983113365912,0.255353295116187,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,40.1
2019-01-16,37.4,40.5,34.2,17.0,5.4,3.9,7.8,-42.59756575216686,29.6,120.8166666,108.0,32.15557627554708,10.317297200710293,21.424494044455614,0.2719581575341055,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,32.4
2019-01-17,40.1,50.0,32.4,17.0,6.3,2.7,5.8,15.717502135918595,29.6,120.8166666,108.0,34.53073154814914,10.333385999446126,21.534614025779753,0.288482432880609,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,31.7
2019-01-18,43.7,57.4,31.6,12.6,6.2,3.6,7.8,-32.275366485504584,29.6,120.8166666,108.0,37.69116316043778,10.349976153895959,21.648295880517725,0.30492122465628907,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,33.5
2019-01-19,47.2,59.0,36.0,10.3,3.8,5.8,9.7,155.99265064323734,29.6,120.8166666,108.0,40.77709703044125,10.367058567061333,21.76549065798008,0.3212696616923644,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,40.7
2019-01-20,42.4,47.7,35.6,17.1,6.0,5.8,7.8,10.71564051704718,29.6,120.8166666,108.0,36.69233816443517,10.384624008802406,21.886147643296738,0.3375228995941133,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,31.7
2019-01-21,38.9,47.5,32.9,15.3,10.3,2.2,3.9,-117.10164977019909,29.6,120.8166666,108.0,33.721966315593725,10.402663130774414,22.01021436881837,0.3536761221763716,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,24.8
2019-01-22,41.3,55.0,32.0,12.8,4.8,2.8,5.8,66.65108781091267,29.6,120.8166666,108.0,35.86618130594154,10.421166481145242,22.13763662731301,0.3697245428906731,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,30.4
2019-01-23,42.8,57.4,31.3,12.9,5.8,2.2,3.9,-23.264625300275803,29.6,120.8166666,108.0,37.23644411795608,10.440124519053107,22.268358487034806,0.38566340624360707,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,29.1
2019-01-24,44.2,59.4,31.6,12.0,6.9,2.9,5.8,48.847004408508504,29.6,120.8166666,108.0,38.525926765953955,10.459527628765779,22.40232230873701,0.401487989205973,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,28.1
2019-01-25,45.0,56.8,33.3,16.2,6.4,5.3,9.7,-27.486690555772476,29.6,120.8166666,108.0,39.29762300064542,10.479366133505446,22.53946876469574,0.4171936026123168,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,33.3
2019-01-26,36.3,43.9,28.6,20.9,10.9,4.6,7.8,32.917153167167996,29.6,120.8166666,108.0,31.76138168444062,10.499630308905992,22.679736859805185,0.4327755925504312,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,24.8
2019-01-27,43.2,54.7,27.3,14.6,11.1,2.2,3.9,74.37639982511124,29.6,120.8166666,108.0,37.873117425859704,10.520310396072139,22.823063954798968,0.4482293417404106,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,27.6
2019-01-28,45.2,51.3,38.7,13.7,7.6,5.6,11.7,143.93313721182776,29.6,120.8166666,108.0,39.705927246868015,10.541396614212747,22.96938579164589,0.4635502709028509,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,35.3
2019-01-29,48.6,59.0,42.1,12.3,4.8,3.2,7.8,-35.256798639581355,29.6,120.8166666,108.0,42.779660649934044,10.56287917282322,23.11863652116163,0.47873384011578846,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,38.4
2019-01-30,55.2,65.3,41.4,6.4,5.1,3.3,9.7,-16.355009521132274,29.6,120.8166666,108.0,48.68984210361593,10.584748283394767,23.270748732871223,0.49377555015997715,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,46.9
2019-01-31,40.8,53.2,38.3,16.2,10.3,5.3,11.7,17.07059478425851,29.6,120.8166666,108.0,36.06378018014543,10.606994170631008,23.425653487150026,0.5086709438521044,0.9946350714884201,29.6,876.1600000000001,0.9872251571123429,4.6913478822291435,-2837.8721706610427,4757.427884250226,3146.903632008136,89.99720823761919,322.1250163489018,35.1
