DATE,DEWP,DailyRadiation,DaylightDuration,ELEVATION,GUST,Geo_Spatial_X,Geo_Spatial_Y,Geo_Spatial_Z,Geo_Zoning_Atmos_Log_Elevation,Geo_Zoning_Atmos_Thickness,Geo_Zoning_Continentality,Geo_Zoning_Lat_2,Geo_Zoning_Lat_Abs,Geo_Zoning_Season,LATITUDE,LONGITUDE,MAX,MIN,MXSPD,PET_Est,STATION,STP,TEMP,Terrain_Aspect,Terrain_Slope,VISIB,WDSP
,,0.013640560322565774,0.01114672131773326,,0.7090602192920834,,,,,,,,,0.5086067577787649,,,0.19047619047619047,0.2162162162162162,0.20815450643776823,0.15500600547866888,,,0.23087818696883852,,,1.0,0.26578073089700993
,,0.01600986820544599,0.013155072314057829,,0.5577928472498541,,,,,,,,,0.517210965189451,,,0.2380952380952381,0.29729729729729737,0.16738197424892703,0.1946411151421444,,,0.28895184135977336,,,0.923076923076923,0.2292358803986711
,,0.01856575673865564,0.015324662872157401,,0.41733289765772413,,,,,,,,,0.5258100726197082,,,0.30952380952380953,0.37837837837837845,0.12660944206008581,0.2449317345104525,,,0.36260623229461747,,,1.0,0.18604651162790695
,,0.021307288354293682,0.01765407548844929,,0.40281207843275857,,,,,,,,,0.5344015319684214,,,0.3333333333333333,0.4324324324324325,0.12660944206008581,0.2636253664747893,,,0.3895184135977336,,,0.4615384615384615,0.1461794019933555
,,0.024233448652566474,0.02014179952009032,,0.48740599144270175,,,,,,,,,0.5429827974007665,,,0.28571428571428575,0.35135135135135137,0.12660944206008581,0.23139408216462704,,,0.34135977337110474,,,0.5384615384615384,0.2159468438538206
,,0.027343146060729906,0.022786234471498926,,0.2847462539863818,,,,,,,,,0.5515513261025969,,,0.28571428571428575,0.37837837837837845,0.12660944206008581,0.2212750618628921,,,0.3257790368271954,,,1.0,0.16611295681063123
,,0.030635211499325753,0.025585693434222144,,0.3156350145487424,,,,,,,,,0.5601045790339344,,,0.28571428571428575,0.35135135135135137,0.12660944206008581,0.22176626020904475,,,0.3257790368271954,,,0.8653846153846153,0.2192691029900332
,,0.03410839806043871,0.028538406665441593,,0.3527414826640373,,,,,,,,,0.5686400216813411,,,0.26190476190476186,0.3243243243243244,0.2510729613733905,0.20297745254098232,,,0.2974504249291784,,,0.8653846153846153,0.3222591362126246
,,0.03776138070285784,0.03164252529007468,,0.5837826123574054,,,,,,,,,0.5771551248089506,,,0.2380952380952381,0.3243243243243244,0.16738197424892703,0.19189949477703885,,,0.2804532577903682,,,0.8653846153846153,0.22259136212624586
,,0.04159275596912021,0.03489612511120263,,0.48402281647112066,,,,,,,,,0.5856473652079353,,,0.26190476190476186,0.37837837837837845,0.12660944206008581,0.2175930418827527,,,0.31728045325779036,,,0.7884615384615383,0.2292358803986711
,,0.04560104172951352,0.03829721051339211,,0.16206217387215313,,,,,,,,,0.5941142264441873,,,0.30952380952380953,0.35135135135135137,0.16738197424892703,0.2395026425133378,,,0.348441926345609,,,0.6153846153846154,0.23255813953488372
,,0.0497846769581564,0.04184371844344402,,0.5417534793289364,,,,,,,,,0.6025531996039925,,,0.26190476190476186,0.3243243243243244,0.16738197424892703,0.20132696226751381,,,0.291784702549575,,,0.673076923076923,0.19269102990033224
,,0.05414202154631194,0.045533522453140234,,0.45251711794643285,,,,,,,,,0.6109617840374758,,,0.28571428571428575,0.2432432432432433,0.12660944206008581,0.18347345771599727,,,0.2648725212464589,,,0.40384615384615385,0.17607973421926912
,,0.05867135615808667,0.049364436788683456,,0.4785962651161148,,,,,,,,,0.6193374880995972,,,0.3333333333333333,0.37837837837837845,0.12660944206008581,0.24930039754272593,,,0.35977337110481583,,,0.6923076923076922,0.23588039867109634
,,0.06337088213362108,0.05333422051175349,,0.4847820890280763,,,,,,,,,0.6276778298884809,,,0.26190476190476186,0.2432432432432433,0.2510729613733905,0.20031144461980377,,,0.2875354107648725,,,0.5576923076923077,0.37209302325581395
,,0.06823872144485527,0.05744058163737399,,0.3698109780191074,,,,,,,,,0.6359803379808554,,,0.21428571428571425,0.18918918918918923,0.12660944206008581,0.14727933310607447,,,0.20963172804532576,,,1.0,0.159468438538206
,,0.07327291670882626,0.06168118127417113,,0.497467247336107,,,,,,,,,0.6442425521643901,,,0.28571428571428575,0.1621621621621622,0.16738197424892703,0.16549598764127357,,,0.235127478753541,,,0.7307692307692307,0.08637873754152824
,,0.07847143126337974,0.0660536377530233,,0.4791822414481242,,,,,,,,,0.6524620241667093,,,0.3333333333333333,0.2162162162162162,0.12660944206008581,0.22396746347101143,,,0.3186968838526911,,,0.7115384615384616,0.16611295681063123
,,0.08383214931002249,0.07055553073060179,,0.760420284319702,,,,,,,,,0.6606363183808679,,,0.35714285714285715,0.3243243243243244,0.16738197424892703,0.2571420968553244,,,0.3654390934844192,,,0.5384615384615384,0.18936877076411962
,,0.08935287612849309,0.07518440525485483,,0.28094575657557924,,,,,,,,,0.6687630125870745,,,0.30952380952380953,0.18918918918918923,0.2510729613733905,0.18228173836850498,,,0.25637393767705374,,,0.7884615384615383,0.3023255813953488
,,0.09503133836744207,0.07993777578008315,,0.47979905863971306,,,,,,,,,0.6768396986704476,,,0.28571428571428575,0.2162162162162162,0.12660944206008581,0.1938633463741082,,,0.27195467422096314,,,1.0,0.1229235880398671
