DATE,DEWP,DailyRadiation,DaylightDuration,ELEVATION,GUST,Geo_Spatial_X,Geo_Spatial_Y,Geo_Spatial_Z,Geo_Zoning_Atmos_Log_Elevation,Geo_Zoning_Atmos_Thickness,Geo_Zoning_Continentality,Geo_Zoning_Lat_2,Geo_Zoning_Lat_Abs,Geo_Zoning_Season,LATITUDE,LONGITUDE,MAX,MIN,MXSPD,PET_Est,STATION,STP,TEMP,Terrain_Aspect,Terrain_Slope,VISIB,WDSP
,,0.015241904510748978,0.011068683014173427,,0.3756561111846098,,,,,,,,,0.5086067577787649,,,0.24999999999999994,0.1877470355731225,0.18224299065420557,0.14437919792490975,,0.5982532751091679,0.20738137082601055,,,0.016483516483516477,0.18965517241379312
,,0.01786654463661864,0.013063551722516926,,0.5851272141081747,,,,,,,,,0.517210965189451,,,0.47953216374269,0.18577075098814225,0.18224299065420557,0.2676012552978409,,0.5327510917030543,0.37961335676625657,,,0.20329670329670324,0.22413793103448276
,,0.02069548770687108,0.015218773640135741,,0.42522432882542516,,,,,,,,,0.5258100726197082,,,0.5584795321637427,0.32806324110671925,0.36448598130841114,0.3558531937331212,,0.42794759825327355,0.5026362038664323,,,0.6263736263736263,0.3362068965517242
,,0.023727490921739383,0.017532984713915376,,0.4339208576020906,,,,,,,,,0.5344015319684214,,,0.5555555555555555,0.3162055335968379,0.36448598130841114,0.36131762052673544,,0.4759825327510912,0.5096660808435852,,,0.7307692307692306,0.35344827586206895
,,0.02696121314067307,0.020004730614258354,,0.45737393943570265,,,,,,,,,0.5429827974007665,,,0.6447368421052633,0.4802371541501976,0.18224299065420557,0.4146151319802864,,0.5196506550218336,0.5834797891036907,,,0.802197802197802,0.31034482758620685
,,0.030395214951473067,0.022632469773241137,,0.543356680428883,,,,,,,,,0.5515513261025969,,,0.6637426900584795,0.4881422924901185,0.36448598130841114,0.46299749885127617,,0.42794759825327355,0.6502636203866432,,,0.9395604395604394,0.2931034482758621
,,0.03402795877341666,0.02541457656790847,,0.3556888573646727,,,,,,,,,0.5601045790339344,,,0.6505847953216374,0.32015810276679835,0.2757009345794392,0.3792000619146556,,0.4759825327510912,0.5325131810193321,,,0.5054945054945054,0.31034482758620685
,,0.037857808998378706,0.028349344635612717,,0.26499777468009467,,,,,,,,,0.5686400216813411,,,0.32894736842105254,0.31225296442687744,0.36448598130841114,0.28770836324512106,,0.44541484716156954,0.4042179261862917,,,0.4175824175824175,0.45689655172413796
,,0.04188303217406351,0.03143499030799316,,0.47555237417026835,,,,,,,,,0.5771551248089506,,,0.5190058479532164,0.4703557312252964,0.36448598130841114,0.36270556798840364,,0.3799126637554559,0.5079086115992969,,,0.7967032967032965,0.396551724137931
,,0.04610179723354544,0.03466965614990261,,0.3815735151566852,,,,,,,,,0.5856473652079353,,,0.5321637426900585,0.3063241106719367,0.5467289719626167,0.3481555546493479,,0.36681222707423516,0.4868189806678383,,,0.6813186813186812,0.4396551724137931
,,0.0505121757753766,0.03805141458947662,,0.42894738153009976,,,,,,,,,0.5941142264441873,,,0.5818713450292397,0.2885375494071145,0.18224299065420557,0.3778811126557492,,0.4061135371179023,0.5272407732864675,,,0.6868131868131867,0.16379310344827586
,,0.0551121423985503,0.04157827162539007,,0.5131456135712776,,,,,,,,,0.6025531996039925,,,0.6184210526315789,0.3458498023715414,0.2757009345794392,0.3785679641622062,,0.39301310043668164,0.5272407732864675,,,0.5659340659340658,0.22413793103448276
,,0.059899575096617474,0.04524817059740244,,0.45012356981605645,,,,,,,,,0.6109617840374758,,,0.6637426900584795,0.341897233201581,0.2757009345794392,0.32982606225301725,,0.3537117903930144,0.4586994727592267,,,0.2912087912087912,0.20689655172413793
,,0.0648722557152364,0.04905899600631256,,0.5020028169678039,,,,,,,,,0.6193374880995972,,,0.5394736842105263,0.23517786561264814,0.36448598130841114,0.24162963589623176,,0.39737991266375683,0.33567662565905093,,,0.1758241758241758,0.41379310344827586
,,0.07002787047738722,0.05300857736961507,,0.46960132810944416,,,,,,,,,0.6276778298884809,,,0.14766081871345024,0.18181818181818177,0.18224299065420557,0.13797570907686618,,0.5065502183406129,0.19156414762741647,,,0.14835164835164835,0.25
,,0.07536401058041668,0.05709469309936082,,0.5552823325957478,,,,,,,,,0.6359803379808554,,,0.3581871345029239,0.17391304347826086,0.18224299065420557,0.21610298510268483,,0.49344978165938713,0.2987697715289982,,,0.3021978021978021,0.18965517241379312
,,0.08087817286898845,0.06131507438899422,,0.5393628663640896,,,,,,,,,0.6442425521643901,,,0.4634502923976608,0.29446640316205525,0.2757009345794392,0.2919075859634314,,0.4235807860261983,0.40246045694200344,,,0.2417582417582417,0.31034482758620685
,,0.08656776058788569,0.06566740909628578,,0.4671414657466906,,,,,,,,,0.6524620241667093,,,0.5847953216374269,0.4011857707509881,0.45794392523364474,0.41261856847916445,,0.310043668122272,0.5676625659050966,,,0.846153846153846,0.35344827586206895
,,0.09243008421848617,0.07014934560988106,,0.5275833272899465,,,,,,,,,0.6606363183808679,,,0.5760233918128655,0.27667984189723316,0.36448598130841114,0.35345228570783166,,0.37554585152838565,0.4850615114235501,,,0.5494505494505494,0.396551724137931
,,0.09846236240255095,0.07475849668742315,,0.6355761754781425,,,,,,,,,0.6687630125870745,,,0.20321637426900585,0.23517786561264814,0.18224299065420557,0.16483238565801275,,0.5764192139737967,0.22495606326889278,,,0.20879120879120877,0.31034482758620685
,,0.10466172295680128,0.07949244325371925,,0.42432585546866586,,,,,,,,,0.6768396986704476,,,0.18421052631578944,0.20948616600790507,0.18224299065420557,0.15003458096601655,,0.5938864628820977,0.2038664323374341,,,0.1648351648351648,0.14655172413793105
,,0.11102520398152979,0.08434873814793374,,0.4162689636038208,,,,,,,,,0.6848639833345912,,,0.22953216374269003,0.2213438735177865,0.18224299065420557,0.20583240487353335,,0.45414847161572,0.2794376098418277,,,0.03296703296703296,0.18965517241379312
,,0.11754975506629355,0.0893249098093916,,0.5680607056416753,,,,,,,,,0.6928334888107813,,,0.4926900584795322,0.3478260869565216,0.2757009345794392,0.30812281499586863,,0.327510917030568,0.41827768014059746,,,0.19780219780219777,0.35344827586206895
,,0.12423223859547253,0.09441846589214198,,0.4863599805295824,,,,,,,,,0.7007458535625491,,,0.6184210526315789,0.33794466403162043,0.36448598130841114,0.37339919839782026,,0.3144104803493423,0.5061511423550087,,,0.434065934065934,0.3362068965517242
,,0.13106943115622874,0.09962689679909367,,0.21573479490891012,,,,,,,,,0.7085987329854562,,,0.37426900584795314,0.31225296442687744,0.18224299065420557,0.2737356660857443,,0.5938864628820977,0.3690685413005272,,,0.1703296703296703,0.22413793103448276
,,0.1380580250511228,0.1049476791271496,,0.6516264186166406,,,,,,,,,0.7163898001018503,,,0.5584795321637427,0.45256916996047425,0.36448598130841114,0.3805683271209852,,0.44978165938864473,0.5131810193321616,,,0.3076923076923076,0.45689655172413796
,,0.14519462991735246,0.11037827901544846,,0.15338661381119426,,,,,,,,,0.7241167462503998,,,0.6608187134502924,0.3735177865612648,0.6355140186915887,0.42045276063165343,,0.3799126637554559,0.5659050966608085,,,0.4560439560439559,0.41379310344827586
