STATION,DATE,TEMP,MAX,MIN,STP,VISIB,WDSP,MXSPD,GUST,LATITUDE,LONGITUDE,ELEVATION,PET_Est,DaylightDuration,DailyRadiation,Geo_Zoning_Season,Geo_Zoning_Continentality,Geo_Zoning_Lat_Abs,Geo_Zoning_Lat_2,Geo_Zoning_Atmos_Thickness,Geo_Zoning_Atmos_Log_Elevation,Geo_Spatial_X,Geo_Spatial_Y,Geo_Spatial_Z,Terrain_Slope,Terrain_Aspect,DEWP
56691099999,2019-01-01,29.3,37.4,25.3,781.8,0.7,3.2,5.8,-548.9678091021508,26.8666666,104.2833333,2236.0,25.26209947386218,10.346252344243895,21.867518889673672,0.017213356155834685,0.9989708624840024,26.8666666,721.8177741955554,0.7662931529985557,7.71289096149013,-1402.1718983156097,5507.632707106115,2879.155593431686,89.97749209325389,225.0,28.5
56691099999,2019-01-02,39.1,53.1,25.2,780.3,4.1,3.6,5.8,1001.6796393272693,26.8666666,104.2833333,2236.0,33.733524597878095,10.352999876586628,21.917868637150157,0.03442161162274574,0.9989708624840024,26.8666666,721.8177741955554,0.7662931529985557,7.71289096149013,-1402.1718983156097,5507.632707106115,2879.155593431686,89.97749209325389,225.0,34.3
56691099999,2019-01-03,46.1,58.5,32.4,777.9,11.8,4.9,9.7,-182.0301783972058,26.8666666,104.2833333,2236.0,39.80077996142937,10.360289794732155,21.97213762732852,0.051619667223253764,0.9989708624840024,26.8666666,721.8177741955554,0.7662931529985557,7.71289096149013,-1402.1718983156097,5507.632707106115,2879.155593431686,89.97749209325389,225.0,33.6
56691099999,2019-01-04,46.5,58.3,31.8,779.0,13.7,5.1,9.7,-117.65256272842329,26.8666666,104.2833333,2236.0,40.1764552537812,10.368117484846762,22.030302018976663,0.06880242680231986,0.9989708624840024,26.8666666,721.8177741955554,0.7662931529985557,7.71289096149013,-1402.1718983156097,5507.632707106115,2879.155593431686,89.97749209325389,225.0,28.2
56691099999,2019-01-05,50.7,64.4,40.1,780.0,15.0,4.6,5.8,55.96308637792245,26.8666666,104.2833333,2236.0,43.84061966720806,10.376478027741552,22.09233608434342,0.08596479873744647,0.9989708624840024,26.8666666,721.8177741955554,0.7662931529985557,7.71289096149013,-1402.1718983156097,5507.632707106115,2879.155593431686,89.97749209325389,225.0,18.3
56691099999,2019-01-06,54.5,65.7,40.5,777.9,17.5,4.4,9.7,692.4657641658645,26.8666666,104.2833333,2236.0,47.166871533217694,10.38536620914885,22.15821221048482,0.10310169744743485,0.9989708624840024,26.8666666,721.8177741955554,0.7662931529985557,7.71289096149013,-1402.1718983156097,5507.632707106115,2879.155593431686,89.97749209325389,225.0,18.7
56691099999,2019-01-07,47.8,64.8,32.0,779.0,9.6,4.6,7.8,-696.7789904817893,26.8666666,104.2833333,2236.0,41.40585984644991,10.394776530489517,22.227900901242382,0.1202080448993527,0.9989708624840024,26.8666666,721.8177741955554,0.7662931529985557,7.71289096149013,-1402.1718983156097,5507.632707106115,2879.155593431686,89.97749209325389,225.0,27.6
56691099999,2019-01-08,40.5,42.8,31.6,778.3,8.0,6.3,9.7,-1368.1360129893646,26.8666666,104.2833333,2236.0,35.11587336779328,10.404703220086898,22.301370779950307,0.13727877211326478,0.9989708624840024,26.8666666,721.8177741955554,0.7662931529985557,7.71289096149013,-1402.1718983156097,5507.632707106115,2879.155593431686,89.97749209325389,225.0,38.7
56691099999,2019-01-09,46.4,55.8,39.6,776.8,14.9,5.6,9.7,190.53221330843238,26.8666666,104.2833333,2236.0,40.27187561315732,10.415140244782066,22.378588592950507,0.15430882066428117,0.9989708624840024,26.8666666,721.8177741955554,0.7662931529985557,7.71289096149013,-1402.1718983156097,5507.632707106115,2879.155593431686,89.97749209325389,225.0,35.0
56691099999,2019-01-10,45.2,56.7,31.3,776.5,12.8,6.1,13.6,-505.1631637713188,26.8666666,104.2833333,2236.0,39.271572979171914,10.426081321904048,22.459519213995993,0.1712931441814776,0.9989708624840024,26.8666666,721.8177741955554,0.7662931529985557,7.71289096149013,-1402.1718983156097,5507.632707106115,2879.155593431686,89.97749209325389,225.0,29.8
56691099999,2019-01-11,47.5,60.1,30.4,777.4,12.9,2.9,5.8,-154.4696123033781,26.8666666,104.2833333,2236.0,41.31518306237881,10.43751993154833,22.544125649624316,0.1882267098432442,0.9989708624840024,26.8666666,721.8177741955554,0.7662931529985557,7.71289096149013,-1402.1718983156097,5507.632707106115,2879.155593431686,89.97749209325389,225.0,23.7
56691099999,2019-01-12,47.5,62.6,33.3,777.1,10.7,3.6,7.8,468.8229175715519,26.8666666,104.2833333,2236.0,41.362403594419256,10.449449329116444,22.63236904558334,0.2051044998686192,0.9989708624840024,26.8666666,721.8177741955554,0.7662931529985557,7.71289096149013,-1402.1718983156097,5507.632707106115,2879.155593431686,89.97749209325389,225.0,23.3
56691099999,2019-01-13,43.6,65.7,33.1,776.2,5.7,3.4,7.8,2.2909235165039092,26.8666666,104.2833333,2236.0,38.011433960986324,10.46186255806963,22.724208694391756,0.2219215130041655,0.9989708624840024,26.8666666,721.8177741955554,0.7662931529985557,7.71289096149013,-1402.1718983156097,5507.632707106115,2879.155593431686,89.97749209325389,225.0,32.4
