"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"A0708600468","2019-01-01","41.51627","-82.86948","179.8","CARL R KELLER FIELD AIRPORT, OH US","  41.8","24","  38.4","24","9999.9"," 0","992.2","24","  9.0","24"," 11.9","24"," 29.9"," 41.0","  59.0","*","  32.0","*","99.99"," ","999.9","010000"
"A0708600468","2019-01-02","41.51627","-82.86948","179.8","CARL R KELLER FIELD AIRPORT, OH US","  33.1","24","  31.2","24","9999.9"," 0","001.1","24","  7.5","24","  5.9","24","  8.0"," 12.0","  39.2","*","  30.2","*","99.99"," ","999.9","001000"
"A0708600468","2019-01-03","41.51627","-82.86948","179.8","CARL R KELLER FIELD AIRPORT, OH US","  32.7","22","  27.7","22","9999.9"," 0","994.9","22","  9.3","22"," 12.5","22"," 20.0"," 32.1","  39.2","*","  30.2","*","99.99"," ","999.9","011000"
"A0708600468","2019-01-04","41.51627","-82.86948","179.8","CARL R KELLER FIELD AIRPORT, OH US","  41.8","11","  31.3","11","9999.9"," 0","986.6","11"," 10.0","11","  6.3","11"," 12.0"," 17.1","  50.0","*","  33.8","*"," 0.00","I","999.9","000000"
"A0708600468","2019-01-05","41.51627","-82.86948","179.8","CARL R KELLER FIELD AIRPORT, OH US","  37.5","24","  33.3","24","9999.9"," 0","984.8","24","  9.8","24","  6.0","24"," 15.0"," 18.1","  46.4","*","  32.0","*"," 0.00","I","999.9","000000"
"A0708600468","2019-01-06","41.51627","-82.86948","179.8","CARL R KELLER FIELD AIRPORT, OH US","  39.4","24","  31.9","24","9999.9"," 0","997.7","24"," 10.0","24","  8.4","24"," 15.9"," 21.0","  42.8","*","  33.8","*"," 0.00","I","999.9","000000"
"A0708600468","2019-01-07","41.51627","-82.86948","179.8","CARL R KELLER FIELD AIRPORT, OH US","  37.9","24","  27.9","24","9999.9"," 0","998.8","24","  9.9","24"," 12.2","24"," 20.0"," 28.9","  51.8","*","  33.8","*","99.99"," ","999.9","010000"
"A0708600468","2019-01-08","41.51627","-82.86948","179.8","CARL R KELLER FIELD AIRPORT, OH US","  51.1","24","  46.3","24","9999.9"," 0","985.2","24","  9.0","24"," 13.9","24"," 20.0"," 31.1","  55.4","*","  42.8","*","99.99"," ","999.9","010000"
"A0708600468","2019-01-09","41.51627","-82.86948","179.8","CARL R KELLER FIELD AIRPORT, OH US","  32.2","24","  24.2","24","9999.9"," 0","991.8","24","  9.7","24"," 16.1","24"," 20.0"," 31.1","  41.0","*","  24.8","*","99.99"," ","999.9","011000"
"A0708600468","2019-01-10","41.51627","-82.86948","179.8","CARL R KELLER FIELD AIRPORT, OH US","  24.8","21","  15.1","21","9999.9"," 0","000.8","21","  9.6","21"," 14.9","21"," 20.0"," 28.9","  28.4","*","  23.0","*","99.99"," ","999.9","001000"
