DATE,DEWP,DailyRadiation,DaylightDuration,ELEVATION,GUST,Geo_Spatial_X,Geo_Spatial_Y,Geo_Spatial_Z,Geo_Zoning_Atmos_Log_Elevation,Geo_Zoning_Atmos_Thickness,Geo_Zoning_Continentality,Geo_Zoning_Lat_2,Geo_Zoning_Lat_Abs,Geo_Zoning_Season,LATITUDE,LONGITUDE,MAX,MIN,MXSPD,PET_Est,STATION,STP,TEMP,Terrain_Aspect,Terrain_Slope,VISIB,WDSP
,,0.011086648578022855,0.01141031809164067,,0.5360776798603712,,,,,,,,,0.5086067577787649,,,0.163265306122449,0.21222222222222223,0.28431372549019607,0.13366313723747483,,1.0,0.21892816419612313,,,0.7352941176470588,0.2772727272727273
,,0.013042193038860842,0.0134641018044706,,0.5112490258345502,,,,,,,,,0.517210965189451,,,0.1428571428571429,0.22,0.09558823529411764,0.13037443394966783,,1.0,0.21322690992018242,,,0.7941176470588235,0.06818181818181818
,,0.015155153630045737,0.01568207597024296,,0.4709216846866527,,,,,,,,,0.5258100726197082,,,0.1428571428571429,0.24000000000000002,0.37990196078431365,0.14246896191559255,,1.0,0.2326111744583808,,,0.5441176470588235,0.18181818181818182
,,0.01742511086519056,0.01806263592019466,,0.550772189385857,,,,,,,,,0.5344015319684214,,,0.163265306122449,0.24000000000000002,0.5245098039215687,0.16581350896389346,,1.0,0.2702394526795895,,,0.7794117647058824,0.5
,,0.01985160456135001,0.02060407420978987,,0.5171838362553252,,,,,,,,,0.5429827974007665,,,0.163265306122449,0.2,0.142156862745098,0.1338628265176719,,1.0,0.217787913340935,,,0.8235294117647057,0.11363636363636363
,,0.022434132698759993,0.023304584838770254,,0.5016215885592319,,,,,,,,,0.5515513261025969,,,0.15079365079365087,0.2,0.046568627450980386,0.11797491499017625,,1.0,0.19156214367160776,,,0.6470588235294118,0.06363636363636363
,,0.025172150240140807,0.026162267650926833,,0.5684216292595902,,,,,,,,,0.5601045790339344,,,0.19160997732426305,0.27,0.3333333333333333,0.1730955665454847,,1.0,0.2805017103762828,,,0.7499999999999999,0.39545454545454545
,,0.028065067916373414,0.029175132892265483,,0.5408913984980303,,,,,,,,,0.5686400216813411,,,0.18367346938775517,0.16,0.23774509803921565,0.11919403508325177,,1.0,0.19270239452679588,,,0.8235294117647057,0.17727272727272728
,,0.031112250985575077,0.03234110590594463,,0.6211542801436107,,,,,,,,,0.5771551248089506,,,0.15873015873015875,0.22,0.09558823529411764,0.12159118740986596,,1.0,0.1961231470923603,,,0.7499999999999999,0.06363636363636363
,,0.03431301797274593,0.035658031942227685,,0.506435307196891,,,,,,,,,0.5856473652079353,,,0.2653061224489796,0.26555555555555554,0.09558823529411764,0.1622186475830234,,1.0,0.2611174458380843,,,0.6617647058823529,0.05909090909090908
,,0.03766663939727787,0.0391236810617267,,0.5534629467268889,,,,,,,,,0.5941142264441873,,,0.2653061224489796,0.26,0.0,0.16615883425760172,,1.0,0.2668187001140251,,,0.5294117647058824,0.018181818181818177
